Player name,position,Games,Runs,Hits,home run,run batted in,Strikeouts,AVG,On-base Percentage
K Hernandez,1B,2088,1124,2182,162,1071,1012,0.296,0.384
P ?lvarez,3B,910,365,704,162,472,952,0.236,0.31
M San?,1B,694,386,585,162,418,1042,0.234,0.326
C Boyer,3B,1725,645,1396,162,654,931,0.242,0.299
C Hart,RF,1048,549,1009,162,538,853,0.271,0.329
J Samuel,2B,1720,873,1578,161,703,1442,0.259,0.315
R Weeks Jr.,2B,1324,733,1087,161,474,1230,0.246,0.344
T Phillips,2B,2161,1300,2023,160,819,1499,0.266,0.374
B Melton,3B,1144,496,1004,160,591,669,0.253,0.337
F White,2B,2324,912,2006,160,886,1035,0.255,0.293
P Rose,1B,3562,2165,4256,160,1314,1143,0.303,0.375
H Rodriguez,LF,950,389,784,160,523,803,0.259,0.321
A Davis,1B,1206,568,1189,160,683,558,0.28,0.38
J Francoeur,RF,1481,626,1373,160,698,1080,0.261,0.303
R White,LF,1881,964,1803,160,758,709,0.271,0.36
B Moss,1B,1016,419,742,160,473,968,0.237,0.314
J Heyward,CF,1581,781,1422,159,641,1101,0.257,0.339
J Hickman,RF,1421,518,1002,159,560,832,0.252,0.335
M Byrd,CF,1573,740,1534,159,710,1234,0.275,0.329
D Clendenon,1B,1362,594,1273,159,682,1140,0.274,0.328
C Carter,1B,750,334,536,158,400,951,0.217,0.312
B Posey,C,1371,663,1500,158,729,721,0.302,0.372
E Escobar,3B,1269,562,1121,158,605,972,0.254,0.307
X Bogaerts,SS,1268,755,1416,158,688,989,0.292,0.356
H Renfroe,RF,704,347,587,157,394,698,0.239,0.299
A Gonzalez,SS,1609,667,1418,157,690,1168,0.245,0.29
K McMullen,3B,1583,568,1273,156,606,815,0.248,0.316
J Encarnacion,RF,1259,618,1264,156,667,853,0.27,0.317
L Duda,1B,958,387,741,156,470,879,0.239,0.334
A Rendon,3B,1075,639,1138,156,636,719,0.284,0.367
B Meusel,LF,1407,826,1693,156,1067,619,0.309,0.356
D Rader,3B,1465,631,1302,155,722,1055,0.251,0.322
E Bailey,C,1212,432,915,155,540,577,0.256,0.355
K Johnson,2B,1399,632,1140,155,550,1145,0.251,0.33
D Lopes,2B,1811,1023,1671,155,614,852,0.263,0.349
S Lollar,C,1752,623,1415,155,808,453,0.264,0.357
C Correa,SS,891,509,935,155,553,785,0.278,0.357
G Sanchez,C,666,341,530,154,401,718,0.225,0.311
C Quentin,LF,834,416,702,154,491,516,0.252,0.347
R Ludwick,RF,1065,454,923,154,587,888,0.26,0.33
J King,3B,1200,600,1091,154,709,584,0.256,0.324
B Terry,1B,1720,1120,2193,154,1078,449,0.341,0.393
P Sandoval,1B,1380,548,1279,153,639,757,0.278,0.33
T Tresh,LF,1192,595,1041,153,530,698,0.245,0.335
J Northrup,RF,1392,603,1254,153,610,635,0.267,0.333
H Blalock,3B,936,507,959,153,542,720,0.269,0.329
D Driessen,1B,1732,746,1464,153,763,719,0.267,0.356
W Myers,RF,1066,523,942,153,521,1126,0.254,0.328
T Davis,LF,1999,811,2121,153,1052,754,0.294,0.329
K Griffey,RF,2097,1129,2143,152,859,898,0.296,0.359
W Dropo,1B,1288,478,1113,152,704,582,0.27,0.326
E Sprague,3B,1203,506,1010,152,558,833,0.247,0.318
C Bellinger,CF,748,434,652,152,423,695,0.247,0.331
B Inge,3B,1532,563,1166,152,648,1306,0.233,0.301
C Lansford,3B,1862,1007,2074,151,874,719,0.29,0.343
C Hoiles,C,894,415,739,151,449,616,0.262,0.366
J Fregosi,SS,1902,844,1726,151,706,1097,0.265,0.338
R Boone,3B,1373,645,1260,151,737,463,0.275,0.361
L Overbay,1B,1587,645,1355,151,675,1108,0.266,0.347
M Lieberthal,C,1212,534,1155,150,610,571,0.274,0.337
G Sizemore,CF,1101,660,1098,150,518,952,0.265,0.349
S Dunston,SS,1814,736,1597,150,668,1000,0.269,0.296
K Youkilis,1B,1061,653,1053,150,618,828,0.281,0.382
M Joyce,LF,1400,537,898,149,503,935,0.242,0.342
C Snyder,RF,1068,439,902,149,488,992,0.247,0.291
H Brooks,OF,1645,656,1608,149,824,1005,0.269,0.315
L Brock,LF,2616,1610,3023,149,900,1730,0.293,0.343
N Walker,2B,1306,611,1224,149,609,931,0.267,0.338
E Torgeson,1B,1668,848,1318,149,740,653,0.265,0.385
W Kirkland,RF,1149,443,837,148,509,648,0.24,0.304
S Lezcano,RF,1291,560,1122,148,591,768,0.271,0.36
G Kelly,1B,1623,819,1778,148,1020,694,0.297,0.342
C Maxwell,LF,1133,478,856,148,532,545,0.264,0.36
R Hoskins,1B,667,392,588,148,405,689,0.242,0.353
M Marshall,RF,1035,433,971,148,530,810,0.27,0.321
R Jones,CF,1331,643,1103,147,579,817,0.25,0.33
G Woodling,LF,1797,830,1585,147,830,477,0.284,0.386
L Durham,1B,1067,522,992,147,530,679,0.277,0.356
B Butler,DH,1414,592,1479,147,728,840,0.29,0.354
M Zunino,C,853,319,539,147,364,1029,0.201,0.272
P Alonso,1B,535,314,515,147,382,502,0.26,0.348
J Spencer,1B,1553,541,1227,146,599,583,0.25,0.307
C Maldonado,RF,1410,498,1042,146,618,864,0.254,0.322
T Harper,LF,1810,972,1609,146,567,1080,0.257,0.338
J Reddick,OF,1305,597,1157,146,575,791,0.262,0.321
E Alfonzo,3B,1506,777,1532,146,744,617,0.284,0.357
M Wieters,C,1167,440,996,146,550,847,0.249,0.313
M Olivo,C,1124,435,905,145,490,1060,0.24,0.275
C G?mez,CF,1461,675,1189,145,546,1259,0.252,0.313
J Reyes,SS,1877,1180,2138,145,719,914,0.283,0.334
M Cabrera,LF,1887,895,1962,144,854,891,0.285,0.334
M Muncy,3B,715,404,523,144,384,663,0.23,0.354
L Stevens,1B,1012,440,847,144,531,832,0.254,0.323
B Molina,C,1362,458,1317,144,711,471,0.274,0.307
J Leonard,LF,1415,614,1342,144,723,1000,0.266,0.312
K Young,1B,1205,536,1007,144,606,882,0.258,0.324
C Hayes,3B,1547,580,1379,144,740,918,0.262,0.316
K Suzuki,C,1635,594,1421,143,730,751,0.255,0.314
V Hayes,RF,1495,767,1402,143,696,804,0.267,0.354
J Mauer,C,1858,1018,2123,143,923,1034,0.306,0.388
S Marte,RF,1257,757,1397,142,566,1052,0.289,0.346
W Moon,LF,1458,737,1399,142,661,591,0.289,0.371
B Jackson,LF,694,341,598,141,415,841,0.25,0.309
S Brosius,3B,1146,544,1001,141,531,699,0.257,0.323
J Jaha,1B,826,470,730,141,490,686,0.263,0.369
C Iannetta,C,1197,449,820,141,502,1024,0.23,0.345
A Bregman,3B,809,513,818,140,490,480,0.275,0.374
P Higgins,3B,1802,930,1941,140,1075,590,0.292,0.37
L Morrison,1B,997,416,792,140,426,740,0.238,0.323
T Pendleton,3B,1893,851,1897,140,946,979,0.27,0.316
D Pedroia,2B,1512,922,1805,140,725,654,0.299,0.365
J Kubel,LF,1036,442,913,140,564,834,0.262,0.33
E Renteria,SS,2152,1200,2327,140,923,1182,0.286,0.343
J Crede,3B,888,392,787,140,470,459,0.254,0.304
A Pollock,LF,1034,560,1010,140,470,705,0.276,0.331
P Feliz,3B,1302,487,1065,140,598,663,0.25,0.288
B Crawford,SS,1565,640,1340,140,709,1192,0.253,0.321
R Devers,3B,692,443,769,139,456,626,0.284,0.343
D Segui,1B,1456,683,1412,139,684,687,0.291,0.359
E Gattis,DH,706,299,605,139,410,575,0.248,0.3
J Briggs,LF,1366,601,1041,139,507,784,0.253,0.355
W Montanez,1B,1632,645,1604,139,802,751,0.275,0.327
E Yost,3B,2109,1215,1863,139,683,920,0.254,0.394
B Gardner,LF,1688,943,1470,139,578,1245,0.256,0.342
E Rosario,LF,889,469,889,138,474,670,0.27,0.305
M Chapman,3B,731,423,638,138,374,813,0.242,0.329
J Cardenal,CF,2017,936,1913,138,775,807,0.275,0.333
D Murphy,1B,1452,710,1572,138,735,709,0.296,0.341
R Connor,1B,1997,1620,2467,138,1322,449,0.317,0.397
S Castro,3B,1573,698,1722,138,678,1108,0.28,0.319
M Lawton,LF,1334,756,1273,138,631,613,0.267,0.368
E Williams,C,889,361,756,138,457,574,0.247,0.318
B Mazeroski,2B,2163,769,2016,138,853,706,0.26,0.299
J Robinson,2B,1382,947,1518,137,734,291,0.311,0.409
C Seager,SS,790,487,867,137,448,606,0.287,0.357
A Gonzalez,SS,1396,623,1209,137,536,1165,0.243,0.302
S Buechele,3B,1334,501,1046,137,547,842,0.245,0.316
D Daulton,C,1161,511,891,137,588,726,0.245,0.357
E Hinske,3B,1387,549,947,137,522,949,0.249,0.332
T Nixon,RF,1092,579,995,137,555,689,0.274,0.364
W Ramos,C,990,362,946,136,534,638,0.271,0.318
R Barajas,C,1114,396,812,136,480,638,0.235,0.284
D Johnson,2B,1435,564,1252,136,609,675,0.261,0.34
C Crawford,LF,1716,998,1931,136,766,1067,0.29,0.33
M Nokes,C,902,310,695,136,422,395,0.254,0.308
J Fournier,1B,1530,822,1631,136,859,408,0.313,0.392
A Rowand,CF,1358,613,1193,136,536,914,0.273,0.33
H Lopez,LF,1450,623,1251,136,591,696,0.269,0.33
T Gwynn,RF,2440,1383,3141,135,1138,434,0.338,0.388
G McQuinn,1B,1550,832,1588,135,794,634,0.276,0.357
T Jackson,SS,1657,833,1768,135,929,565,0.291,0.337
R Collins,1B,1084,615,1121,135,659,373,0.296,0.36
A Garc?a,RF,1052,484,1006,135,510,989,0.265,0.319
J Presley,3B,959,413,875,135,495,859,0.247,0.29
L Scott,DH,889,370,725,135,436,662,0.258,0.34
J Soler,LF,737,340,614,135,379,791,0.242,0.327
D Gregorius,SS,1077,503,999,134,530,612,0.257,0.308
P Blair,CF,1947,776,1513,134,620,877,0.25,0.302
M Hall,LF,1276,568,1171,134,620,575,0.276,0.318
T Haller,C,1294,461,1011,134,504,593,0.257,0.34
J Buck,C,1090,389,844,134,491,959,0.234,0.301
J Realmuto,C,1008,521,1017,134,515,809,0.276,0.332
C Dickerson,LF,1036,471,992,134,452,773,0.281,0.324
E Joost,SS,1575,874,1339,134,601,827,0.239,0.361
C Baerga,2B,1630,731,1583,134,774,580,0.291,0.332
D Bell,RF,1210,642,1262,134,668,955,0.276,0.336
E Whitt,C,1328,447,938,134,534,491,0.249,0.324
M Pagliarulo,3B,1245,462,942,134,505,785,0.241,0.306
F Malzone,3B,1441,647,1486,133,728,434,0.274,0.315
T Hern?ndez,RF,655,352,608,133,380,748,0.26,0.318
M Jones,CF,1002,485,778,133,415,756,0.252,0.347
M Conforto,RF,761,401,652,133,397,719,0.254,0.355
N Siebern,1B,1406,662,1217,132,636,748,0.272,0.369
J Rivera,LF,1058,425,950,132,539,448,0.274,0.323
A Martin,LF,1232,664,1172,132,485,879,0.276,0.339
C Ross,RF,1073,449,904,132,508,800,0.262,0.322
Z Wheat,LF,2410,1289,2884,132,1248,559,0.317,0.367
Y Puig,RF,861,441,834,132,415,681,0.277,0.348
D Long,1B,1014,384,805,132,467,460,0.267,0.341
W Covington,LF,1075,355,832,131,499,414,0.279,0.337
K Harrelson,1B,900,374,703,131,421,577,0.239,0.325
J Milner,1B,1215,455,855,131,498,473,0.249,0.344
J Kuhel,1B,2104,1236,2212,131,1049,612,0.277,0.359
S Kemp,LF,1168,581,1128,130,634,605,0.278,0.367
M Franco,3B,923,364,809,130,467,569,0.244,0.293
M Greenwell,LF,1269,657,1400,130,726,364,0.303,0.368
C Crisp,CF,1586,877,1572,130,639,865,0.265,0.327
W Marshall,RF,1247,583,1160,130,604,219,0.274,0.347
J Orta,2B,1755,733,1619,130,745,716,0.278,0.334
S Casey,1B,1405,690,1531,130,735,577,0.302,0.367
M Epstein,1B,907,362,695,130,380,645,0.244,0.358
C Guillen,SS,1305,733,1331,124,660,804,0.285,0.355
S Drew,SS,1268,565,1109,123,524,926,0.252,0.318
O Cabrera,SS,1985,985,2055,123,854,745,0.272,0.317
D Bell,3B,1403,587,1239,123,589,687,0.257,0.32
E Valentine,OF,894,380,881,123,474,462,0.278,0.315
J Randa,3B,1522,697,1543,123,739,738,0.284,0.339
K Phelps,DH,761,308,443,123,313,449,0.239,0.374
W Upshaw,1B,1264,596,1103,123,528,642,0.262,0.335
B Miller,1B,1030,391,730,123,401,864,0.237,0.314
K Henderson,CF,1444,595,1168,122,576,763,0.257,0.343
B Wilkerson,LF,972,500,788,122,399,947,0.247,0.35
D Lock,CF,921,359,642,122,373,776,0.238,0.331
J Ferguson,C,1013,407,719,122,445,607,0.24,0.358
M Cordova,LF,952,480,938,122,540,730,0.274,0.344
W Cordero,LF,1247,587,1178,122,566,775,0.273,0.33
N Esasky,1B,810,336,677,122,427,712,0.25,0.329
G Jones,1B,911,347,734,122,400,680,0.251,0.312
H Stovey,1B,1486,1492,1771,122,908,343,0.289,0.361
J Blauser,SS,1407,691,1187,122,513,937,0.262,0.354
J Hall,CF,963,387,724,121,391,529,0.254,0.321
A Kearns,RF,1125,522,914,121,494,898,0.253,0.351
D Ford,RF,1153,598,1123,121,566,722,0.27,0.324
G Roenicke,LF,1064,367,670,121,410,428,0.247,0.351
K Moreland,RF,1306,511,1279,121,674,515,0.279,0.335
J Gyorko,2B,847,317,659,121,370,670,0.245,0.31
J Lowrie,SS,1307,590,1185,121,594,895,0.257,0.33
W Gross,3B,1106,373,727,121,396,496,0.233,0.337
R Acu?a,RF,517,396,553,121,297,584,0.277,0.37
M McManus,2B,1831,1008,1926,120,996,558,0.289,0.357
B Jacoby,3B,1311,535,1220,120,545,764,0.27,0.334
S Spiezio,1B,1274,517,996,119,549,594,0.255,0.329
G Cravath,RF,1226,575,1134,119,719,514,0.287,0.38
R Greer,LF,1027,643,1166,119,614,555,0.305,0.387
R Thompson,2B,1304,671,1187,119,458,987,0.257,0.329
F Hayes,C,1364,545,1164,119,628,627,0.259,0.343
M Cochrane,C,1482,1041,1652,119,832,217,0.32,0.419
Z Bonura,1B,917,600,1099,119,704,180,0.307,0.38
J Payton,CF,1259,561,1157,119,522,503,0.279,0.323
E Kranepool,1B,1853,536,1418,118,614,581,0.261,0.316
B Grieve,RF,976,471,864,118,492,784,0.269,0.367
B Gilkey,LF,1239,606,1115,118,546,708,0.275,0.352
C Patterson,CF,1230,571,1050,118,431,933,0.252,0.29
L Cardenas,SS,1941,662,1725,118,689,1135,0.257,0.311
M Adams,1B,856,297,624,118,399,643,0.258,0.306
T Walker,OF,1428,696,1423,118,679,504,0.281,0.339
K Bass,RF,1571,609,1308,118,611,667,0.27,0.323
J Ryan,OF,234,1642,2512,118,1093,361,0.308,0.375
M Easler,LF,1151,465,1078,118,522,696,0.293,0.349
W Boggs,3B,2440,1513,3010,118,1014,745,0.328,0.415
D Pasqua,LF,904,341,638,117,390,642,0.244,0.33
G Maddox,CF,1749,777,1802,117,754,781,0.285,0.32
J King,RF,1125,374,699,117,401,401,0.24,0.326
C Laabs,LF,950,467,813,117,509,595,0.262,0.346
T Speaker,CF,2792,1881,3515,117,1529,220,0.345,0.428
I Suzuki,RF,2653,1420,3089,117,780,1080,0.311,0.355
W Contreras,C,736,356,640,117,365,687,0.257,0.349
K Gruber,3B,938,431,818,117,443,504,0.259,0.307
T Cobb,CF,3034,2246,4191,117,1938,357,0.367,0.433
M Stanley,OF,1517,641,1243,117,500,564,0.248,0.298
R Reichardt,LF,997,391,864,116,445,672,0.261,0.326
J Lowenstein,LF,1368,510,881,116,441,596,0.253,0.337
B Miller,RF,1821,946,1934,116,990,340,0.311,0.359
S Lopata,C,853,375,661,116,397,497,0.254,0.351
C Sabo,3B,911,494,898,116,426,460,0.268,0.326
T Lee,1B,1099,476,958,115,488,704,0.256,0.337
A Ramirez,SS,1371,601,1387,115,590,650,0.27,0.307
C Monroe,LF,814,368,678,115,433,588,0.252,0.301
S Stewart,LF,1386,853,1653,115,580,684,0.297,0.36
B Robertson,1B,829,283,578,115,368,546,0.242,0.331
G Freese,3B,1115,429,877,115,432,535,0.254,0.305
D Hurst,1B,905,510,976,115,610,210,0.298,0.375
M Thames,LF,640,256,450,115,301,510,0.246,0.309
J Lynch,LF,1184,364,798,115,470,416,0.277,0.329
T Pham,CF,880,505,771,115,366,817,0.26,0.355
L Valbuena,3B,1011,377,710,114,367,788,0.226,0.31
R Belliard,2B,1484,685,1377,114,601,797,0.273,0.338
W Lockman,1B,1666,836,1658,114,563,383,0.279,0.342
T Shaw,3B,733,310,563,114,366,650,0.237,0.319
B Fullmer,DH,807,395,778,114,442,373,0.279,0.336
D Freese,3B,1184,481,1041,113,535,974,0.277,0.351
P Waner,RF,2550,1627,3152,113,1309,376,0.333,0.404
T Munson,C,1423,696,1558,113,701,571,0.292,0.346
L O'Doul,LF,970,624,1140,113,542,122,0.349,0.413
R Furcal,SS,1614,1063,1817,113,587,910,0.281,0.346
T Kennedy,C,1491,474,1313,113,628,855,0.264,0.314
C Hinton,LF,1354,518,1048,113,443,685,0.264,0.332
F Tatis,3B,949,427,807,113,448,709,0.265,0.344
G Walker,1B,855,368,746,113,444,520,0.26,0.326
J Cirillo,3B,1617,800,1598,112,727,694,0.296,0.366
J Morrison,3B,1089,371,876,112,435,521,0.26,0.305
D Hollins,3B,983,578,870,112,482,687,0.26,0.358
G McDougald,2B,1336,697,1291,112,576,623,0.276,0.356
M Haniger,RF,564,344,565,112,323,583,0.261,0.335
S Alomar,C,1377,520,1236,112,588,499,0.273,0.309
C Speier,SS,2260,770,1759,112,720,988,0.246,0.327
J Brandt,CF,1221,540,1020,112,485,574,0.262,0.323
C Blefary,LF,974,394,699,112,382,444,0.237,0.342
M Alvis,3B,1014,421,895,111,373,662,0.247,0.302
G Gagne,SS,1798,712,1440,111,604,1121,0.254,0.302
R Cullenbine,RF,1181,627,1072,110,599,399,0.276,0.408
D Peralta,LF,1011,444,1004,110,487,766,0.281,0.339
M Ensberg,3B,731,340,579,110,347,436,0.263,0.362
R Winn,CF,1717,863,1759,110,662,1010,0.284,0.343
W Aikens,1B,774,301,675,110,415,444,0.271,0.354
G Brock,1B,1013,420,794,110,462,469,0.248,0.338
J Saltalamacchia,C,895,377,662,110,381,984,0.232,0.306
H Manush,LF,2009,1288,2524,110,1183,345,0.33,0.377
J Hammonds,RF,957,475,824,110,423,596,0.272,0.338
R Clayton,SS,2108,935,1904,110,723,1415,0.258,0.312
D Duncan,C,929,274,617,109,341,677,0.214,0.279
F Galvis,SS,1102,436,966,109,426,853,0.246,0.292
E Byrnes,LF,963,482,827,109,396,538,0.258,0.32
D Young,LF,1118,473,1162,109,566,784,0.283,0.316
J Aguilar,1B,762,280,574,109,393,595,0.255,0.324
P Garner,2B,1860,780,1594,109,738,842,0.26,0.323
S Hillenbrand,3B,943,463,1014,108,490,464,0.284,0.321
A Cowens,RF,1584,704,1494,108,717,659,0.27,0.319
J Bradley,CF,1140,505,825,108,443,1037,0.227,0.306
G Matthews,CF,1281,612,1056,108,484,849,0.257,0.332
J Lucroy,C,1210,483,1134,108,548,662,0.274,0.335
J Loney,1B,1443,528,1425,108,669,652,0.284,0.336
J Howell,3B,941,345,632,108,337,626,0.239,0.318
S Victorino,CF,1299,731,1274,108,489,626,0.275,0.34
C Martinez,LF,1003,350,713,108,424,528,0.245,0.337
G Selkirk,RF,846,503,810,108,576,319,0.29,0.4
R Northey,RF,1084,385,874,108,513,297,0.276,0.352
J Dykes,3B,2283,1108,2256,108,1071,850,0.28,0.365
G Soto,C,797,308,619,108,361,673,0.245,0.33
F Whitfield,1B,817,242,578,108,356,371,0.253,0.298
D Litwhiler,LF,1057,428,982,107,451,377,0.281,0.342
T Pe?a,C,1988,667,1687,107,708,846,0.26,0.309
D LeMahieu,2B,1427,810,1578,107,582,858,0.297,0.356
T Walker,2B,1288,647,1316,107,545,571,0.289,0.348
M Gonzalez,SS,1139,420,888,107,415,812,0.252,0.31
L Herndon,LF,1537,605,1334,107,550,793,0.274,0.322
J Segura,3B,1331,712,1480,107,492,782,0.284,0.33
M Tiernan,OF,1476,1313,1835,106,851,318,0.311,0.392
S Hairston,LF,923,300,589,106,313,577,0.242,0.296
D Ross,C,883,254,521,106,314,735,0.229,0.316
R Repulski,LF,928,407,830,106,416,433,0.269,0.319
B Campbell,RF,1360,759,1382,106,766,584,0.29,0.367
F Reyes,OF,531,232,457,106,278,616,0.25,0.313
H Duffy,CF,113,1552,2292,106,1302,211,0.325,0.386
L Thomas,OF,1027,405,847,106,428,397,0.255,0.327
R Hansen,SS,1384,446,1007,106,501,643,0.234,0.32
W Kurowski,3B,916,518,925,106,529,332,0.286,0.366
D Brouthers,1B,2,1523,2296,106,1296,238,0.342,0.423
R Brogna,1B,848,379,795,106,458,655,0.269,0.32
T Plouffe,3B,830,364,710,106,379,676,0.242,0.304
S Hatteberg,1B,1314,538,1153,106,527,503,0.273,0.361
I Meusel,LF,1290,701,1521,106,819,199,0.31,0.348
F Bolling,2B,1540,692,1415,106,556,558,0.254,0.313
B Cerv,LF,829,320,624,105,374,392,0.276,0.34
M Devereaux,CF,1086,491,949,105,480,635,0.254,0.308
M Ellis,2B,1435,690,1343,105,550,801,0.262,0.327
D Spencer,SS,1098,457,901,105,428,516,0.244,0.327
D Nilsson,C,837,389,789,105,470,424,0.284,0.356
G Grantham,2B,1445,912,1508,105,712,526,0.302,0.392
D Walker,RF,1906,1037,2064,105,1023,325,0.306,0.383
A Avila,C,1052,352,714,105,397,1068,0.233,0.348
J Cust,DH,670,311,510,105,323,819,0.242,0.374
F Frisch,2B,2311,1532,2880,105,1244,272,0.316,0.369
M Morse,LF,832,296,705,105,355,668,0.274,0.331
M Whiten,RF,940,465,804,105,423,712,0.259,0.341
B Boone,C,2264,679,1838,105,826,608,0.254,0.315
I Happ,LF,681,308,533,105,309,708,0.25,0.34
J Ellsbury,CF,1235,749,1376,104,512,737,0.284,0.342
X Nady,RF,961,365,797,104,410,626,0.268,0.323
J Piersall,CF,1734,811,1604,104,591,583,0.272,0.332
J Roseboro,C,1585,512,1206,104,548,677,0.249,0.326
V Guerrero Jr.,1B,507,300,550,104,313,356,0.284,0.358
I Calderon,RF,924,470,901,104,444,556,0.272,0.333
F Stubbs,1B,945,323,602,104,348,626,0.232,0.303
D Murphy,LF,1110,440,950,104,472,575,0.274,0.333
E Battey,C,1141,393,969,104,449,470,0.27,0.349
K Daniels,LF,727,391,666,104,360,493,0.285,0.382
P Polanco,2B,1927,1009,2142,104,723,538,0.297,0.343
J Cantu,1B,847,367,847,104,476,559,0.271,0.316
J Tabor,3B,1005,473,1021,104,598,377,0.27,0.322
G Hamner,SS,1531,711,1529,104,708,432,0.262,0.303
R Doumit,C,980,350,818,104,413,621,0.264,0.324
O Merced,RF,1391,564,1108,103,585,661,0.277,0.355
F Lindstrom,3B,1439,895,1747,103,779,276,0.311,0.351
B Skinner,LF,1381,642,1198,103,531,646,0.277,0.351
T Gonzalez,CF,1559,690,1485,103,615,706,0.286,0.35
D Gernert,1B,835,357,632,103,402,462,0.254,0.351
B McRae,CF,1354,734,1336,103,532,824,0.261,0.331
R Jackson,3B,955,412,835,103,415,382,0.261,0.32
M Canha,LF,790,420,650,103,357,650,0.248,0.349
J Johnstone,RF,1748,578,1254,102,531,632,0.267,0.329
S Yeager,C,1268,357,816,102,410,726,0.228,0.298
G Sisler,1B,2054,1282,2810,102,1175,327,0.34,0.379
L Piniella,LF,1747,651,1705,102,766,541,0.291,0.333
O Brown,RF,1221,404,964,102,454,616,0.265,0.324
P DeJong,SS,617,300,501,102,306,628,0.233,0.306
J Oliver,C,1076,320,831,102,476,637,0.247,0.299
E Soderholm,3B,894,402,764,102,383,359,0.264,0.335
D Swanson,SS,830,435,782,102,413,820,0.256,0.322
D Menke,SS,1598,605,1270,101,606,853,0.25,0.343
D Dellucci,RF,1099,431,736,101,398,714,0.256,0.338
W Moryn,RF,785,324,667,101,354,393,0.266,0.335
G Berroa,DH,779,379,692,101,382,510,0.276,0.349
E Delahanty,LF,304,1599,2596,101,1464,244,0.346,0.411
G Altman,RF,991,409,832,101,403,572,0.269,0.329
D Concepcion,SS,2488,993,2326,101,950,1186,0.267,0.322
H Wagner,SS,2302,1736,3430,101,1732,327,0.329,0.392
H Leiber,CF,813,410,808,101,518,319,0.288,0.356
J Villar,2B,1032,482,899,101,343,1045,0.255,0.322
C Curtis,CF,1204,648,1061,101,461,676,0.264,0.349
N McLouth,CF,1045,521,803,101,333,639,0.247,0.332
A Galan,LF,1742,1004,1706,100,830,393,0.287,0.39
D Sims,C,843,263,580,100,310,483,0.239,0.34
M Prado,3B,1458,664,1542,100,609,676,0.287,0.335
M DeRosa,3B,1241,538,975,100,494,707,0.268,0.34
R Velarde,2B,1273,633,1171,100,445,853,0.276,0.352
M Jacobs,1B,569,248,493,100,312,492,0.253,0.313
A Hicks,LF,871,419,648,100,351,702,0.231,0.33
J Kruk,1B,1200,582,1170,100,592,701,0.3,0.397
Y Alonso,1B,1072,391,872,100,426,648,0.259,0.332
B Bochte,1B,1538,643,1478,100,658,662,0.282,0.36
G Blum,3B,1389,446,990,99,479,667,0.25,0.31
C Wilson,1B,698,303,527,99,292,643,0.262,0.353
G Atkins,3B,817,399,835,99,488,449,0.285,0.35
D DeJesus,CF,1472,740,1434,99,573,838,0.275,0.349
J Grubb,CF,1424,553,1153,99,475,558,0.278,0.366
M Irvin,LF,764,366,731,99,443,220,0.293,0.383
C Paquette,3B,814,304,620,99,376,620,0.239,0.274
Y Alvarez,LF,371,251,398,99,288,350,0.297,0.385
G Torres,2B,579,293,558,99,312,513,0.265,0.331
G Wilson,RF,1201,451,1098,98,521,672,0.265,0.306
F Crosetti,SS,1683,1006,1541,98,649,799,0.245,0.341
O Virgil,C,739,258,549,98,307,453,0.243,0.324
C Knoblauch,2B,1632,1132,1839,98,615,730,0.289,0.378
O Albies,2B,627,401,678,98,347,469,0.271,0.322
T Hollandsworth,LF,1118,451,871,98,401,701,0.273,0.328
H Evers,LF,1142,556,1055,98,565,420,0.278,0.353
L Smith,LF,1613,909,1488,98,533,849,0.288,0.371
M Barrett,C,1054,398,925,98,424,480,0.263,0.32
G Coleman,1B,773,282,650,98,387,333,0.273,0.324
W Castillo,C,726,251,626,98,339,691,0.254,0.313
G Colbrunn,1B,992,337,801,98,422,444,0.289,0.338
J Polanco,2B,752,405,772,98,399,553,0.27,0.334
P Ward,3B,973,345,776,98,427,539,0.254,0.339
D Espinosa,2B,872,367,644,98,316,943,0.221,0.297
B Hobson,3B,738,314,634,98,396,569,0.248,0.297
B Buxton,CF,588,318,483,98,255,625,0.245,0.302
T d'Arnaud,C,714,305,626,97,354,528,0.253,0.313
B Roberts,2B,1417,850,1527,97,542,844,0.276,0.347
F Gutierrez,CF,954,394,778,97,361,736,0.257,0.311
S Crawford,RF,2385,1391,2961,97,1525,104,0.309,0.362
K Hern?ndez,SS,920,387,640,99,335,600,0.24,0.315
T d'Arnaud,C,714,305,626,97,354,528,0.253,0.313
B Roberts,2B,1417,850,1527,97,542,844,0.276,0.347
S Crawford,RF,2385,1391,2961,97,1525,104,0.309,0.362
K Pillar,LF,1033,460,934,97,391,640,0.259,0.296
J Castro,C,952,368,678,97,325,970,0.227,0.312
C Anson,1B,2276,1719,3011,97,1879,294,0.331,0.396
J Vander Wal,RF,1372,374,717,97,430,698,0.261,0.351
F Gutierrez,CF,954,394,778,97,361,736,0.257,0.311
W Westrum,C,920,302,503,96,315,514,0.217,0.356
B Carbo,RF,1010,372,722,96,358,611,0.264,0.387
H Baker,3B,1575,887,1838,96,987,182,0.307,0.363
G Polanco,RF,823,399,696,96,362,694,0.241,0.309
D Valencia,3B,865,360,795,96,397,651,0.268,0.317
J LaRue,C,922,307,628,96,348,760,0.231,0.315
E Andrus,2B,1952,1019,1999,96,731,1138,0.27,0.325
R Dempsey,C,1766,525,1093,96,471,736,0.233,0.319
